modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'FORD-Fiesta S 1.6 3p',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1508,FORD,cheap
'FORD-Fiesta Turbo',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1982,FORD,medium
'FORD-Fiesta XR2i 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(13.5,15]",1697,FORD,cheap
'FORD-Orion 1.6',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(110,136]","Malet_(450,500]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1671,FORD,cheap
'FORD-Orion 1.8 D',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(110,136]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1671,FORD,cheap
'FORD-Orion CLX 1.6 CAT',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(110,136]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1866,FORD,medium
'FORD-Orion Ghia 1.6i',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(110,136]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1936,FORD,medium
'FORD-Scorpio Cosworth 24v 4p',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",5512,FORD,luxury
'FORD-Scorpio GL 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3046,FORD,expensive
'FORD-Scorpio GL 2.5 TD',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",3240,FORD,expensive
'FORD-Scorpio GL 2.9i CAT 4p',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",3443,FORD,expensive
'FORD-Scorpio Ghia 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3443,FORD,expensive
'FORD-Scorpio Ghia 2.9i 4x4 CAT',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(143,200]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",4x4,"Cons_(11.3,20]","Cost_(17.5,30]",4595,FORD,expensive
'FORD-Scorpio Ghia 2.9i CAT',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",3840,FORD,expensive
'FORD-Sierra CL 1.8 TD',"Cil_(1.5e+03,1.8e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2190,FORD,medium
'FORD-Sierra CL 2.0',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Trasera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1993,FORD,medium
'FORD-Sierra Cosworth 4x4',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",4x4,"Cons_(11.3,20]","Cost_(17.5,30]",4355,FORD,expensive
'FORD-Sierra GL 2.0i Familiar',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_7,"Vel_(185,200]","Acel_(8.3,9.7]",Trasera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2362,FORD,medium
'FORD-Sierra GLS 2.0i',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2332,FORD,medium
'FORD-Sierra XR 4x4 2.0i 5p',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",4x4,"Cons_(7.6,8.5]","Cost_(13.5,15]",3082,FORD,expensive
'FORD-Sierra XR4i 2.0',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(139,141]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",2332,FORD,medium
'FSO-Polonez',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(400,430]","Anch_(160,168]","Alt_(141,143]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1075,FSO,cheap
'HONDA-Accord 2.0i 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3578,HONDA,expensive
'HONDA-Civic 1.6i 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(185,200]","Acel_(4.5,8.3]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",2628,HONDA,medium
'HONDA-Civic CRX 1.6i 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_2,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",2958,HONDA,medium
'HONDA-Concerto SX 1.6i 16v',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(4.5,8.3]",Delantera,"Cons_(7.6,8.5]","Cost_(15,17.5]",2761,HONDA,medium
'HONDA-Prelude 2.0i 4WS',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_2,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3978,HONDA,expensive
'INNCOCENTI-990 DSE',"Cil_(900,1.5e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1488,INNCOCENTI,cheap
'INNCOCENTI-990 SL',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(136,139]","Malet_(280,400]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1200,INNCOCENTI,cheap
'INNCOCENTI-Turbo De Tomaso',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(11.5,13.5]",1497,INNCOCENTI,cheap
'JAGUAR-Daimler 4.0 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(110,136]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9649,JAGUAR,luxury
'JAGUAR-Daimler V12 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9819,JAGUAR,luxury
'JAGUAR-Sovereign 3.2 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7345,JAGUAR,luxury
'JAGUAR-Sovereign 4.0 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8352,JAGUAR,luxury
'JAGUAR-Sovereign V12 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8619,JAGUAR,luxury
'JAGUAR-XJ6 3.2',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6464,JAGUAR,luxury
'JAGUAR-XJ6 4.0',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(136,139]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7554,JAGUAR,luxury
'JAGUAR-XJR-S 6.0 L',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(450,480]","Anch_(175,200]","Alt_(110,136]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",11704,JAGUAR,luxury
'JAGUAR-XJS 3.6 Coup�',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(175,200]","Alt_(110,136]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7321,JAGUAR,luxury
'JAGUAR-XJS V12 Aut',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(450,480]","Anch_(175,200]","Alt_(110,136]","Malet_(280,400]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9936,JAGUAR,luxury
'LADA-Niva',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(143,200]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_4,"Vel_(110,170]","Acel_(13.5,25]",4x4,"Cons_(11.3,20]","Cost_(15,17.5]",1210,LADA,cheap
'LADA-Samara',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(280,400]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1037,LADA,cheap
'LADA-Samara 1.5',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(139,141]","Malet_(400,450]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(11.5,13.5]",1087,LADA,cheap
'LANCIA-Dedra 1.6 ie',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2038,LANCIA,medium
'LANCIA-Dedra 1.8 ie',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(9.5,11.3]","Cost_(13.5,15]",2283,LANCIA,medium
'LANCIA-Dedra 2.0 I.E Turbo',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3370,LANCIA,expensive
'LANCIA-Dedra 2.0 Turbodiesel',"Cil_(1.8e+03,2e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2513,LANCIA,medium
'LANCIA-Dedra 2.0 ie',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2580,LANCIA,medium
'LANCIA-Dedra Integrale',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(141,143]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",4x4,"Cons_(9.5,11.3]","Cost_(17.5,30]",3950,LANCIA,expensive
'LANCIA-Delta 1.3',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1528,LANCIA,cheap
'LANCIA-Delta 1.6 ie',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1690,LANCIA,cheap
'LANCIA-Delta GT ie',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_5,"Vel_(170,185]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",1775,LANCIA,cheap
'LANCIA-Delta HF Turbo ie',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(15,17.5]",2165,LANCIA,medium
'LANCIA-Delta Integrale 16v',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",4202,LANCIA,expensive
'LANCIA-Thema 2.0 ie',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3250,LANCIA,expensive
'LANCIA-Thema 2.0 ie 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",3590,LANCIA,expensive
'LANCIA-Thema 2.0 ie Turbo 16v',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",4524,LANCIA,expensive
'LANCIA-Thema 8.32',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_8,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",7924,LANCIA,luxury
'LANCIA-Thema Turbodiesel',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Delantera,"Cons_(8.5,9.5]","Cost_(15,17.5]",3870,LANCIA,expensive
'LANCIA-Y-10 1.1',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(143,200]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1210,LANCIA,cheap
'LANCIA-Y-10 1.3 GT IE',"Cil_(900,1.5e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(143,200]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Delantera,"Cons_(4.5,7.6]","Cost_(11.5,13.5]",1388,LANCIA,cheap
'LANCIA-Y-10 Fire',"Cil_(900,1.5e+03]","Pot_(35,75]",Gasolina,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(143,200]","Malet_[0,280]","Pes_(640,940]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",1020,LANCIA,cheap
'LOTUS-Esprit Turbo',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",11751,LOTUS,luxury
'LOTUS-Esprit Turbo SE',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",12948,LOTUS,luxury
'MASERATI-222',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",5975,MASERATI,luxury
